ID,Severidad,Mensaje,Región,Recurso,Detalles,Framework_CIS,Framework_ISO,Framework_NIST,Timestamp
NET-001,ALTA,VPC sin segregación adecuada de subnets en LA-Buenos Aires1,LA-Buenos Aires1,VPC_KUBERNETES,"{'vpc_id': '28f3248b-87c1-40ab-882d-af35ad49c541', 'vpc_name': 'VPC_KUBERNETES', 'region': 'LA-Buenos Aires1', 'total_subnets': 1, 'public_subnets': 1, 'private_subnets': 0, 'recommendation': 'Segregar subnets públicas y privadas en la VPC'}",CIS 2.1,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.853682
NET-001,ALTA,VPC sin segregación adecuada de subnets en LA-Buenos Aires1,LA-Buenos Aires1,VPC_BACKUP,"{'vpc_id': '2cd0caed-38cd-49fe-8dd1-5ad594de0e1d', 'vpc_name': 'VPC_BACKUP', 'region': 'LA-Buenos Aires1', 'total_subnets': 1, 'public_subnets': 1, 'private_subnets': 0, 'recommendation': 'Segregar subnets públicas y privadas en la VPC'}",CIS 2.1,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.853738
NET-001,ALTA,VPC sin segregación adecuada de subnets en LA-Buenos Aires1,LA-Buenos Aires1,VPC_MGMT,"{'vpc_id': '5ccb67a2-1787-4431-baa4-4b23c39ff8ef', 'vpc_name': 'VPC_MGMT', 'region': 'LA-Buenos Aires1', 'total_subnets': 1, 'public_subnets': 1, 'private_subnets': 0, 'recommendation': 'Segregar subnets públicas y privadas en la VPC'}",CIS 2.1,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.853805
NET-001,ALTA,VPC sin segregación adecuada de subnets en LA-Buenos Aires1,LA-Buenos Aires1,VPC_PROD,"{'vpc_id': '65ccd3b0-3d57-40f6-88e9-c9bc256222a8', 'vpc_name': 'VPC_PROD', 'region': 'LA-Buenos Aires1', 'total_subnets': 1, 'public_subnets': 1, 'private_subnets': 0, 'recommendation': 'Segregar subnets públicas y privadas en la VPC'}",CIS 2.1,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.853946
NET-001,ALTA,VPC sin segregación adecuada de subnets en LA-Buenos Aires1,LA-Buenos Aires1,VPC_DESA,"{'vpc_id': 'ca79ae4a-5058-4b7a-af10-f90fcaf87c65', 'vpc_name': 'VPC_DESA', 'region': 'LA-Buenos Aires1', 'total_subnets': 1, 'public_subnets': 1, 'private_subnets': 0, 'recommendation': 'Segregar subnets públicas y privadas en la VPC'}",CIS 2.1,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.854048
NET-001,ALTA,VPC sin segregación adecuada de subnets en LA-Buenos Aires1,LA-Buenos Aires1,VPC_DMZ,"{'vpc_id': 'ee2a45b0-066c-4fb1-ae26-54288609fa6e', 'vpc_name': 'VPC_DMZ', 'region': 'LA-Buenos Aires1', 'total_subnets': 1, 'public_subnets': 1, 'private_subnets': 0, 'recommendation': 'Segregar subnets públicas y privadas en la VPC'}",CIS 2.1,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.854132
NET-001,ALTA,VPC sin segregación adecuada de subnets en LA-Buenos Aires1,LA-Buenos Aires1,VPC_QA,"{'vpc_id': 'fa2f9ab7-fee3-4c93-abc5-e8a560fb6aea', 'vpc_name': 'VPC_QA', 'region': 'LA-Buenos Aires1', 'total_subnets': 1, 'public_subnets': 1, 'private_subnets': 0, 'recommendation': 'Segregar subnets públicas y privadas en la VPC'}",CIS 2.1,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.854239
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': '1366a887-7df0-4bf6-a833-da0ee15d53f3', 'subnet_name': 'Subnet_QA', 'region': 'LA-Santiago', 'cidr': '172.27.132.0/23', 'gateway_ip': '172.27.132.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.854353
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': '16f2c86f-5ed6-4dab-9fb1-d4c177fead36', 'subnet_name': 'Subnet_MGMT', 'region': 'LA-Santiago', 'cidr': '172.27.136.0/23', 'gateway_ip': '172.27.136.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.854481
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': '1eb45074-7b9d-441c-bb9f-2b041bba1768', 'subnet_name': 'subnet-t2', 'region': 'LA-Santiago', 'cidr': '172.27.253.128/26', 'gateway_ip': '172.27.253.129', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.854575
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': '3aa3fc41-f86e-420b-bf09-8ca21551883c', 'subnet_name': 'subnet-t1', 'region': 'LA-Santiago', 'cidr': '172.27.253.0/25', 'gateway_ip': '172.27.253.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.854681
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': '484fff5c-27b4-4d31-b84e-c7cf4594c697', 'subnet_name': 'Subnet_KUBERNETES', 'region': 'LA-Santiago', 'cidr': '172.27.138.0/28', 'gateway_ip': '172.27.138.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.854805
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': '55240377-601c-4bd5-ac25-f465ecae3727', 'subnet_name': 'subnet-t3', 'region': 'LA-Santiago', 'cidr': '172.27.253.192/26', 'gateway_ip': '172.27.253.193', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.854914
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': '5d85cb7a-ac95-49c7-9bf6-5c300437b973', 'subnet_name': 'Subnet_RedesInternas', 'region': 'LA-Santiago', 'cidr': '172.27.254.16/28', 'gateway_ip': '172.27.254.17', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.855012
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': '6415af55-c0d0-49eb-9d5d-80ab79c1953b', 'subnet_name': 'Subnet_PROD', 'region': 'LA-Santiago', 'cidr': '172.27.128.0/23', 'gateway_ip': '172.27.128.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.855138
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': '646988e9-e562-4f1b-9844-9bb284b79325', 'subnet_name': 'Subnet_Internet', 'region': 'LA-Santiago', 'cidr': '172.27.254.0/28', 'gateway_ip': '172.27.254.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.855272
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': '9992bf15-669f-4b5c-84cc-b85e3b870818', 'subnet_name': 'Subnet_DESA', 'region': 'LA-Santiago', 'cidr': '172.27.130.0/23', 'gateway_ip': '172.27.130.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.855365
NET-002,ALTA,Subnet pública sin justificación clara en LA-Santiago,LA-Santiago,N/A,"{'subnet_id': 'f9a4c738-b4c5-4872-acc4-4115fda47a09', 'subnet_name': 'Subnet_BACKUP', 'region': 'LA-Santiago', 'cidr': '172.27.135.0/24', 'gateway_ip': '172.27.135.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.855438
NET-002,ALTA,Subnet pública sin justificación clara en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'subnet_id': '1f241abb-174e-400f-9f09-bef1a894fb5a', 'subnet_name': 'Subnet_DESA', 'region': 'LA-Buenos Aires1', 'cidr': '172.27.12.0/23', 'gateway_ip': '172.27.12.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.855533
NET-002,ALTA,Subnet pública sin justificación clara en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'subnet_id': '226a83c7-ce13-46cd-bdac-42614449169f', 'subnet_name': 'Subnet_BACKUP', 'region': 'LA-Buenos Aires1', 'cidr': '172.27.22.0/24', 'gateway_ip': '172.27.22.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.855627
NET-002,ALTA,Subnet pública sin justificación clara en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'subnet_id': '38c247d1-bd5d-4235-a7f1-61f71e902d46', 'subnet_name': 'Subnet_QA', 'region': 'LA-Buenos Aires1', 'cidr': '172.27.16.0/23', 'gateway_ip': '172.27.16.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.855726
NET-002,ALTA,Subnet pública sin justificación clara en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'subnet_id': '803a21f8-bb44-421b-8fa5-3e3934051fd5', 'subnet_name': 'Subnet_KUBERNETES', 'region': 'LA-Buenos Aires1', 'cidr': '172.27.28.0/28', 'gateway_ip': '172.27.28.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.855852
NET-002,ALTA,Subnet pública sin justificación clara en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'subnet_id': '87f242b0-b1f1-448d-a3ff-af6ac504163a', 'subnet_name': 'Direct_Connect', 'region': 'LA-Buenos Aires1', 'cidr': '172.27.0.16/28', 'gateway_ip': '172.27.0.17', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.855949
NET-002,ALTA,Subnet pública sin justificación clara en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'subnet_id': 'd08f1dec-c113-49e0-9b3e-007e835a7ea6', 'subnet_name': 'Subnet_MGMT', 'region': 'LA-Buenos Aires1', 'cidr': '172.27.24.0/23', 'gateway_ip': '172.27.24.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.856049
NET-002,ALTA,Subnet pública sin justificación clara en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'subnet_id': 'd527826d-05da-40ff-add0-66abaa49d1c7', 'subnet_name': 'Subnet_PROD', 'region': 'LA-Buenos Aires1', 'cidr': '172.27.8.0/23', 'gateway_ip': '172.27.8.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.856145
NET-002,ALTA,Subnet pública sin justificación clara en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'subnet_id': 'e9bb4d90-b73c-47fe-a2f9-aabe6f2209b0', 'subnet_name': 'Internet', 'region': 'LA-Buenos Aires1', 'cidr': '172.27.0.0/28', 'gateway_ip': '172.27.0.1', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.856245
NET-002,ALTA,Subnet pública sin justificación clara en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'subnet_id': 'fb1d80e8-b1db-4bf7-a1ae-f30d5a6302cc', 'subnet_name': 'Subnet_Transit_Redes_Internas', 'region': 'LA-Buenos Aires1', 'cidr': '172.27.0.48/28', 'gateway_ip': '172.27.0.49', 'recommendation': 'Evaluar si la subnet requiere acceso público o convertirla en privada'}",CIS 2.2,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.856346
NET-003,CRITICA,Security Group con reglas excesivamente permisivas en LA-Santiago,LA-Santiago,sg-Forti-LAN,"{'sg_id': '018413c4-8b39-43ec-95b7-601f378423ef', 'sg_name': 'sg-Forti-LAN', 'region': 'LA-Santiago', 'permissive_rules_count': 2, 'assignments_count': 0, 'sample_rules': [{'direction': 'ingress', 'protocol': None, 'port_range_min': None, 'port_range_max': None, 'remote_ip_prefix': '0.0.0.0/0', 'remote_group_id': None, 'description': 'Permite todo el tráfico desde las instancias en el grupo de seguridad hacia recursos externos.', 'is_permissive': True}, {'direction': 'ingress', 'protocol': None, 'port_range_min': None, 'port_range_max': None, 'remote_ip_prefix': '::/0', 'remote_group_id': None, 'description': 'Permite todo el tráfico desde las instancias en el grupo de seguridad hacia recursos externos.', 'is_permissive': True}], 'recommendation': 'Restringir reglas a IPs y puertos específicos necesarios'}",CIS 4.1-4.4,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.856469
NET-003,CRITICA,Security Group con reglas excesivamente permisivas en LA-Santiago,LA-Santiago,sg-Forti-WAN,"{'sg_id': '106b09ca-bf4c-4796-85c9-2b40d50e7bd1', 'sg_name': 'sg-Forti-WAN', 'region': 'LA-Santiago', 'permissive_rules_count': 2, 'assignments_count': 0, 'sample_rules': [{'direction': 'ingress', 'protocol': None, 'port_range_min': None, 'port_range_max': None, 'remote_ip_prefix': '0.0.0.0/0', 'remote_group_id': None, 'description': 'Permite todo el tráfico desde las instancias en el grupo de seguridad hacia recursos externos.', 'is_permissive': True}, {'direction': 'ingress', 'protocol': None, 'port_range_min': None, 'port_range_max': None, 'remote_ip_prefix': '::/0', 'remote_group_id': None, 'description': 'Permite todo el tráfico desde las instancias en el grupo de seguridad hacia recursos externos.', 'is_permissive': True}], 'recommendation': 'Restringir reglas a IPs y puertos específicos necesarios'}",CIS 4.1-4.4,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.856578
NET-003,CRITICA,Security Group con reglas excesivamente permisivas en LA-Santiago,LA-Santiago,Sys-default,"{'sg_id': '1d197588-bcd0-41bf-b7fc-dceb21b3498f', 'sg_name': 'Sys-default', 'region': 'LA-Santiago', 'permissive_rules_count': 2, 'assignments_count': 0, 'sample_rules': [{'direction': 'ingress', 'protocol': 'tcp', 'port_range_min': 22, 'port_range_max': 22, 'remote_ip_prefix': '0.0.0.0/0', 'remote_group_id': None, 'description': 'Permit default Linux SSH port.', 'is_permissive': True}, {'direction': 'ingress', 'protocol': 'tcp', 'port_range_min': 3389, 'port_range_max': 3389, 'remote_ip_prefix': '0.0.0.0/0', 'remote_group_id': None, 'description': 'Permit default Windows remote desktop port.', 'is_permissive': True}], 'recommendation': 'Restringir reglas a IPs y puertos específicos necesarios'}",CIS 4.1-4.4,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.856685
NET-003,CRITICA,Security Group con reglas excesivamente permisivas en LA-Santiago,LA-Santiago,sg-Permit-ALL,"{'sg_id': 'ca7c1cd7-4bdb-43be-a4ec-eb4334c9fc3a', 'sg_name': 'sg-Permit-ALL', 'region': 'LA-Santiago', 'permissive_rules_count': 2, 'assignments_count': 9, 'sample_rules': [{'direction': 'ingress', 'protocol': None, 'port_range_min': None, 'port_range_max': None, 'remote_ip_prefix': '::/0', 'remote_group_id': None, 'description': 'Permite todo el tráfico desde las instancias en el grupo de seguridad hacia recursos externos.', 'is_permissive': True}, {'direction': 'ingress', 'protocol': None, 'port_range_min': None, 'port_range_max': None, 'remote_ip_prefix': '0.0.0.0/0', 'remote_group_id': None, 'description': 'Permite todo el tráfico desde las instancias en el grupo de seguridad hacia recursos externos.', 'is_permissive': True}], 'recommendation': 'Restringir reglas a IPs y puertos específicos necesarios'}",CIS 4.1-4.4,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.856782
NET-003,CRITICA,Security Group con reglas excesivamente permisivas en LA-Buenos Aires1,LA-Buenos Aires1,sg-Permit-ALL,"{'sg_id': '126d2d53-0c23-4d27-9930-88e40a254c34', 'sg_name': 'sg-Permit-ALL', 'region': 'LA-Buenos Aires1', 'permissive_rules_count': 1, 'assignments_count': 105, 'sample_rules': [{'direction': 'ingress', 'protocol': None, 'port_range_min': None, 'port_range_max': None, 'remote_ip_prefix': '0.0.0.0/0', 'remote_group_id': None, 'description': 'Allow all traffic', 'is_permissive': True}], 'recommendation': 'Restringir reglas a IPs y puertos específicos necesarios'}",CIS 4.1-4.4,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.856893
NET-003,CRITICA,Security Group con reglas excesivamente permisivas en CN-Hong Kong,CN-Hong Kong,Sys-FullAccess,"{'sg_id': '120587a3-d68e-4837-8275-af9de4f9b3bd', 'sg_name': 'Sys-FullAccess', 'region': 'CN-Hong Kong', 'permissive_rules_count': 1, 'assignments_count': 0, 'sample_rules': [{'direction': 'ingress', 'protocol': None, 'port_range_min': None, 'port_range_max': None, 'remote_ip_prefix': '0.0.0.0/0', 'remote_group_id': None, 'description': '', 'is_permissive': True}], 'recommendation': 'Restringir reglas a IPs y puertos específicos necesarios'}",CIS 4.1-4.4,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.857111
NET-003,CRITICA,Security Group con reglas excesivamente permisivas en CN-Hong Kong,CN-Hong Kong,Sys-WebServer,"{'sg_id': 'cec3e865-2542-4610-9706-70af6ead4baf', 'sg_name': 'Sys-WebServer', 'region': 'CN-Hong Kong', 'permissive_rules_count': 1, 'assignments_count': 0, 'sample_rules': [{'direction': 'ingress', 'protocol': 'icmp', 'port_range_min': None, 'port_range_max': None, 'remote_ip_prefix': '0.0.0.0/0', 'remote_group_id': None, 'description': '', 'is_permissive': True}], 'recommendation': 'Restringir reglas a IPs y puertos específicos necesarios'}",CIS 4.1-4.4,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.857247
NET-003,CRITICA,Security Group con reglas excesivamente permisivas en CN-Hong Kong,CN-Hong Kong,default,"{'sg_id': 'fd24318a-da03-4316-8209-afefc8b7c079', 'sg_name': 'default', 'region': 'CN-Hong Kong', 'permissive_rules_count': 2, 'assignments_count': 0, 'sample_rules': [{'direction': 'ingress', 'protocol': 'tcp', 'port_range_min': 22, 'port_range_max': 22, 'remote_ip_prefix': '0.0.0.0/0', 'remote_group_id': None, 'description': 'Permit default Linux SSH port.', 'is_permissive': True}, {'direction': 'ingress', 'protocol': 'tcp', 'port_range_min': 3389, 'port_range_max': 3389, 'remote_ip_prefix': '0.0.0.0/0', 'remote_group_id': None, 'description': 'Permit default Windows remote desktop port.', 'is_permissive': True}], 'recommendation': 'Restringir reglas a IPs y puertos específicos necesarios'}",CIS 4.1-4.4,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.857352
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Santiago,LA-Santiago,N/A,"{'peering_id': '1d36ee86-8486-4a33-90eb-15ef616096ce', 'peering_name': 'Peering_GENERAL-MGMT', 'region': 'LA-Santiago', 'local_vpc': 'e57fc038-1a7e-4f7e-8963-310f041ddbf2', 'peer_vpc': '244e97db-12df-40f3-8c8c-a9e79999ce9b', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.857495
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Santiago,LA-Santiago,N/A,"{'peering_id': '6ef2fd83-f5b2-4729-98e7-96d9d9231fdb', 'peering_name': 'Peering_GENERAL-DESA', 'region': 'LA-Santiago', 'local_vpc': 'e57fc038-1a7e-4f7e-8963-310f041ddbf2', 'peer_vpc': '4cd732fb-6c68-4b13-8437-efa79880d2cb', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.857618
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Santiago,LA-Santiago,N/A,"{'peering_id': '744f7356-b52a-4e7e-a2d9-fb06ecaa126b', 'peering_name': 'Peering_GENERAL-TESTER', 'region': 'LA-Santiago', 'local_vpc': 'e57fc038-1a7e-4f7e-8963-310f041ddbf2', 'peer_vpc': '3d387f31-e1cc-4e99-9c38-881565c5375c', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.857712
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Santiago,LA-Santiago,N/A,"{'peering_id': '8de100f6-1f23-4faf-bec4-483a2585f8af', 'peering_name': 'Peering_GENERAL-QA', 'region': 'LA-Santiago', 'local_vpc': 'e57fc038-1a7e-4f7e-8963-310f041ddbf2', 'peer_vpc': '91104d53-0155-4f93-8eef-ac4f033cfb2e', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.857787
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Santiago,LA-Santiago,N/A,"{'peering_id': 'cd837449-7c92-4cb2-93fd-02aca996f533', 'peering_name': 'Peering_GENERAL-PROD', 'region': 'LA-Santiago', 'local_vpc': 'e57fc038-1a7e-4f7e-8963-310f041ddbf2', 'peer_vpc': '226a8988-4786-465b-af8e-62c1533c2460', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.857874
