ID,Severidad,Mensaje,Detalles,Timestamp
IAM-025,HIGH,Usuario con permisos excesivos: SManoni,"{'user_id': '8cb2fc59f63a4af3ab47710e48b5b551', 'user_name': 'SManoni', 'excessive_actions': ['ecs:*', '*:*:*', 'vpc:*', 'iam:*'], 'groups': ['admin']}",2025-08-08T19:52:55.108739
IAM-001,CRITICAL,Usuario con acceso administrador: us_gustavo-dpetrasso-acamuzzigas-dcom-dar,"{'user_id': '6b31f9905d88499985c003f0db251a05', 'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-08T19:52:55.845664
IAM-028,HIGH,Usuario con acceso a múltiples servicios privilegiados: us_gustavo-dpetrasso-acamuzzigas-dcom-dar,"{'user_id': '6b31f9905d88499985c003f0db251a05', 'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'privileged_services': ['iam_admin', 'iam', 'vpc', 'ecs'], 'count': 4, 'groups': ['admin']}",2025-08-08T19:52:55.845967
IAM-025,HIGH,Usuario con permisos excesivos: us_gustavo-dpetrasso-acamuzzigas-dcom-dar,"{'user_id': '6b31f9905d88499985c003f0db251a05', 'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'excessive_actions': ['ecs:*', '*:*:*', 'vpc:*', 'iam:*'], 'groups': ['admin']}",2025-08-08T19:52:55.846191
IAM-001,CRITICAL,Usuario con acceso administrador: VeeamBackup_Huawei,"{'user_id': 'affb4d6b5a13438a869b0d5ab6df958d', 'user_name': 'VeeamBackup_Huawei', 'permission_sources': ['group:power_user'], 'groups': ['power_user']}",2025-08-08T19:52:56.584685
IAM-028,HIGH,Usuario con acceso a múltiples servicios privilegiados: VeeamBackup_Huawei,"{'user_id': 'affb4d6b5a13438a869b0d5ab6df958d', 'user_name': 'VeeamBackup_Huawei', 'privileged_services': ['iam_admin', 'obs', 'ecs', 'vpc', 'rds'], 'count': 5, 'groups': ['power_user']}",2025-08-08T19:52:56.585005
IAM-005,MEDIUM,Política de contraseñas débil: longitud mínima 6,"{'current_length': 6, 'required_length': 12}",2025-08-08T19:53:04.065156
IAM-008,MEDIUM,Política de contraseñas requiere solo 2 tipos de caracteres,"{'current_requirement': 2, 'recommended_requirement': 3, 'description': 'A password must contain at least two of the following: uppercase letters, lowercase letters, digits, and special characters.'}",2025-08-08T19:53:04.065843
IAM-013,HIGH,Contraseñas sin expiración configurada,{'current_setting': 'Las contraseñas nunca expiran'},2025-08-08T19:53:04.066355
IAM-015,LOW,Historial de contraseñas insuficiente: 1,"{'current_history': 1, 'recommended_history': 12}",2025-08-08T19:53:04.066837
IAM-016,LOW,Sin edad mínima de contraseña configurada,"{'current_setting': 0, 'recommended_setting': 1, 'impact': 'Permite cambios de contraseña inmediatos repetidos'}",2025-08-08T19:53:04.067297
IAM-017,LOW,Permite muchos caracteres idénticos consecutivos: 0,"{'current_setting': 0, 'recommended_setting': 3, 'risk': 'Facilita contraseñas débiles como ""aaaaaa""'}",2025-08-08T19:53:04.067756
IAM-001,CRITICAL,Usuario con privilegios administrativos: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud', 'permissions_source': 'group:admin'}",2025-08-08T19:53:10.829984
IAM-001,CRITICAL,Usuario con privilegios administrativos: diegogarone,"{'user_id': '08450e873d00f5051fefc01364c4b18b', 'user_name': 'diegogarone', 'permissions_source': 'group:admin'}",2025-08-08T19:53:10.830998
IAM-001,CRITICAL,Usuario con privilegios administrativos: emilianosilva,"{'user_id': 'ab66dc6fc98745bfa87f539d8e64aca2', 'user_name': 'emilianosilva', 'permissions_source': 'group:admin'}",2025-08-08T19:53:10.831784
IAM-001,CRITICAL,Usuario con privilegios administrativos: Florencia Pavon,"{'user_id': 'e84771c7285a47939e6895479962ddd0', 'user_name': 'Florencia Pavon', 'permissions_source': 'group:admin'}",2025-08-08T19:53:10.832516
IAM-001,CRITICAL,Usuario con privilegios administrativos: globo,"{'user_id': '5ade0315e9ba4045b063df938541c286', 'user_name': 'globo', 'permissions_source': 'group:admin'}",2025-08-08T19:53:10.833060
IAM-001,CRITICAL,Usuario con privilegios administrativos: Julian Vazzano,"{'user_id': '0563f1d7034343cfa595eeb58b633b99', 'user_name': 'Julian Vazzano', 'permissions_source': 'group:power_user'}",2025-08-08T19:53:10.833489
IAM-001,CRITICAL,Usuario con privilegios administrativos: Nicolas Alcorta,"{'user_id': '7b342f3b84144b048b37ade414729bf7', 'user_name': 'Nicolas Alcorta', 'permissions_source': 'group:admin'}",2025-08-08T19:53:10.833906
IAM-001,CRITICAL,Usuario con privilegios administrativos: Nicolas Villafane,"{'user_id': '0e3c90608486441a87cfd710156eab73', 'user_name': 'Nicolas Villafane', 'permissions_source': 'group:admin'}",2025-08-08T19:53:10.834193
IAM-001,CRITICAL,Usuario con privilegios administrativos: SManoni,"{'user_id': '8cb2fc59f63a4af3ab47710e48b5b551', 'user_name': 'SManoni', 'permissions_source': 'group:admin'}",2025-08-08T19:53:10.834620
IAM-001,CRITICAL,Usuario con privilegios administrativos: us_gustavo-dpetrasso-acamuzzigas-dcom-dar,"{'user_id': '6b31f9905d88499985c003f0db251a05', 'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'permissions_source': 'group:admin'}",2025-08-08T19:53:10.834979
IAM-001,CRITICAL,Usuario con privilegios administrativos: VeeamBackup_Huawei,"{'user_id': 'affb4d6b5a13438a869b0d5ab6df958d', 'user_name': 'VeeamBackup_Huawei', 'permissions_source': 'group:power_user'}",2025-08-08T19:53:10.835393
IAM-022,MEDIUM,11 usuarios administrativos sin límites de permisos,"{'users': ['ConectorCloud', 'diegogarone', 'emilianosilva', 'Florencia Pavon', 'globo'], 'total': 11}",2025-08-08T19:53:16.788150
IAM-023,MEDIUM,Agency con acceso desde dominio externo: cbc_partneragent_hwc83871270,"{'agency_name': 'cbc_partneragent_hwc83871270', 'trust_domain': 'hwc83871270', 'description': None}",2025-08-08T19:53:17.214477
IAM-023,MEDIUM,Agency con acceso desde dominio externo: cce_admin_trust,"{'agency_name': 'cce_admin_trust', 'trust_domain': 'op_svc_cce', 'description': 'Create by CCE Team'}",2025-08-08T19:53:17.214762
IAM-023,MEDIUM,Agency con acceso desde dominio externo: CESAgentAutoConfigAgency,"{'agency_name': 'CESAgentAutoConfigAgency', 'trust_domain': 'op_svc_ecs', 'description': ''}",2025-08-08T19:53:17.214864
IAM-023,MEDIUM,Agency con acceso desde dominio externo: cts_admin_trust,"{'agency_name': 'cts_admin_trust', 'trust_domain': 'op_svc_CTS', 'description': 'Created by CTS. To ensure that services run properly, do not delete this agency.'}",2025-08-08T19:53:17.214972
IAM-023,MEDIUM,Agency con acceso desde dominio externo: PrendeApagaAgency,"{'agency_name': 'PrendeApagaAgency', 'trust_domain': 'op_svc_cff', 'description': 'Creada para apagado y encendido programado de ECS con function graph'}",2025-08-08T19:53:17.215131
IAM-023,MEDIUM,Agency con acceso desde dominio externo: prueba,"{'agency_name': 'prueba', 'trust_domain': 'op_svc_cff', 'description': ''}",2025-08-08T19:53:17.215284
IAM-023,MEDIUM,Agency con acceso desde dominio externo: ssa_admin_trust,"{'agency_name': 'ssa_admin_trust', 'trust_domain': 'op_svc_ssa', 'description': 'Created by SA Service.'}",2025-08-08T19:53:17.215484
