ID,Severidad,Módulo,Mensaje,Detalles,Timestamp
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_QA,"{""subnet_id"": ""1366a887-7df0-4bf6-a833-da0ee15d53f3"", ""cidr"": ""172.27.132.0/23"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.132.1""}",2025-07-05T02:00:49.395548
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_MGMT,"{""subnet_id"": ""16f2c86f-5ed6-4dab-9fb1-d4c177fead36"", ""cidr"": ""172.27.136.0/23"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.136.1""}",2025-07-05T02:00:49.395941
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: subnet-t2,"{""subnet_id"": ""1eb45074-7b9d-441c-bb9f-2b041bba1768"", ""cidr"": ""172.27.253.128/26"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.253.129""}",2025-07-05T02:00:49.396100
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: subnet-t1,"{""subnet_id"": ""3aa3fc41-f86e-420b-bf09-8ca21551883c"", ""cidr"": ""172.27.253.0/25"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.253.1""}",2025-07-05T02:00:49.396237
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_KUBERNETES,"{""subnet_id"": ""484fff5c-27b4-4d31-b84e-c7cf4594c697"", ""cidr"": ""172.27.138.0/28"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.138.1""}",2025-07-05T02:00:49.396361
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: subnet-t3,"{""subnet_id"": ""55240377-601c-4bd5-ac25-f465ecae3727"", ""cidr"": ""172.27.253.192/26"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.253.193""}",2025-07-05T02:00:49.396830
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_RedesInternas,"{""subnet_id"": ""5d85cb7a-ac95-49c7-9bf6-5c300437b973"", ""cidr"": ""172.27.254.16/28"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.254.17""}",2025-07-05T02:00:49.396996
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_PROD,"{""subnet_id"": ""6415af55-c0d0-49eb-9d5d-80ab79c1953b"", ""cidr"": ""172.27.128.0/23"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.128.1""}",2025-07-05T02:00:49.397096
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_Internet,"{""subnet_id"": ""646988e9-e562-4f1b-9844-9bb284b79325"", ""cidr"": ""172.27.254.0/28"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.254.1""}",2025-07-05T02:00:49.397186
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_DESA,"{""subnet_id"": ""9992bf15-669f-4b5c-84cc-b85e3b870818"", ""cidr"": ""172.27.130.0/23"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.130.1""}",2025-07-05T02:00:49.397266
NET-002,HIGH,network,Subnet pública sin justificación en LA-Santiago: Subnet_BACKUP,"{""subnet_id"": ""f9a4c738-b4c5-4872-acc4-4115fda47a09"", ""cidr"": ""172.27.135.0/24"", ""region"": ""LA-Santiago"", ""gateway_ip"": ""172.27.135.1""}",2025-07-05T02:00:49.397386
NET-006,HIGH,network,Regla permite TODO el tráfico desde Internet en LA-Santiago - SG «sg-Forti-LAN» (0 instancias),"{""security_group"": ""sg-Forti-LAN"", ""rule_id"": ""1174b3c0-3dc3-4388-850c-ce0c389fdd59"", ""protocol"": null, ""assigned_instances"": 0, ""region"": ""LA-Santiago"", ""risk"": ""Exposición completa del recurso""}",2025-07-05T02:00:50.750937
NET-006,HIGH,network,Regla permite TODO el tráfico desde Internet en LA-Santiago - SG «sg-Forti-LAN» (0 instancias),"{""security_group"": ""sg-Forti-LAN"", ""rule_id"": ""be8b06fd-79a3-40de-86e0-08ab962b5598"", ""protocol"": null, ""assigned_instances"": 0, ""region"": ""LA-Santiago"", ""risk"": ""Exposición completa del recurso""}",2025-07-05T02:00:50.751117
NET-006,HIGH,network,Regla permite TODO el tráfico desde Internet en LA-Santiago - SG «sg-Forti-WAN» (0 instancias),"{""security_group"": ""sg-Forti-WAN"", ""rule_id"": ""ef725d91-4f6e-4829-a095-5c19145a2684"", ""protocol"": null, ""assigned_instances"": 0, ""region"": ""LA-Santiago"", ""risk"": ""Exposición completa del recurso""}",2025-07-05T02:00:51.118094
NET-006,HIGH,network,Regla permite TODO el tráfico desde Internet en LA-Santiago - SG «sg-Forti-WAN» (0 instancias),"{""security_group"": ""sg-Forti-WAN"", ""rule_id"": ""fc10012e-c597-4f3f-a174-cd4c436100e5"", ""protocol"": null, ""assigned_instances"": 0, ""region"": ""LA-Santiago"", ""risk"": ""Exposición completa del recurso""}",2025-07-05T02:00:51.118296
NET-006,HIGH,network,Regla permite TODO el tráfico desde Internet en LA-Santiago - SG «sg-Permit-ALL» (9 instancias),"{""security_group"": ""sg-Permit-ALL"", ""rule_id"": ""99d87e6f-6745-4db5-a8a1-6e46db4798a3"", ""protocol"": null, ""assigned_instances"": 9, ""region"": ""LA-Santiago"", ""risk"": ""Exposición completa del recurso""}",2025-07-05T02:00:51.715363
NET-006,HIGH,network,Regla permite TODO el tráfico desde Internet en LA-Santiago - SG «sg-Permit-ALL» (9 instancias),"{""security_group"": ""sg-Permit-ALL"", ""rule_id"": ""c2a0027c-eda7-41e2-9500-90c88198626d"", ""protocol"": null, ""assigned_instances"": 9, ""region"": ""LA-Santiago"", ""risk"": ""Exposición completa del recurso""}",2025-07-05T02:00:51.715533
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_DESA,"{""subnet_id"": ""1f241abb-174e-400f-9f09-bef1a894fb5a"", ""cidr"": ""172.27.12.0/23"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.12.1""}",2025-07-05T02:00:53.680137
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_BACKUP,"{""subnet_id"": ""226a83c7-ce13-46cd-bdac-42614449169f"", ""cidr"": ""172.27.22.0/24"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.22.1""}",2025-07-05T02:00:53.680326
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_QA,"{""subnet_id"": ""38c247d1-bd5d-4235-a7f1-61f71e902d46"", ""cidr"": ""172.27.16.0/23"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.16.1""}",2025-07-05T02:00:53.680430
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_KUBERNETES,"{""subnet_id"": ""803a21f8-bb44-421b-8fa5-3e3934051fd5"", ""cidr"": ""172.27.28.0/28"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.28.1""}",2025-07-05T02:00:53.680537
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Direct_Connect,"{""subnet_id"": ""87f242b0-b1f1-448d-a3ff-af6ac504163a"", ""cidr"": ""172.27.0.16/28"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.0.17""}",2025-07-05T02:00:53.680621
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_MGMT,"{""subnet_id"": ""d08f1dec-c113-49e0-9b3e-007e835a7ea6"", ""cidr"": ""172.27.24.0/23"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.24.1""}",2025-07-05T02:00:53.680704
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_PROD,"{""subnet_id"": ""d527826d-05da-40ff-add0-66abaa49d1c7"", ""cidr"": ""172.27.8.0/23"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.8.1""}",2025-07-05T02:00:53.680814
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Internet,"{""subnet_id"": ""e9bb4d90-b73c-47fe-a2f9-aabe6f2209b0"", ""cidr"": ""172.27.0.0/28"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.0.1""}",2025-07-05T02:00:53.680897
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_Transit_Redes_Internas,"{""subnet_id"": ""fb1d80e8-b1db-4bf7-a1ae-f30d5a6302cc"", ""cidr"": ""172.27.0.48/28"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.0.49""}",2025-07-05T02:00:53.680981
NET-006,HIGH,network,Regla permite TODO el tráfico desde Internet en LA-Buenos Aires1 - SG «sg-Permit-ALL» (103 instancias),"{""security_group"": ""sg-Permit-ALL"", ""rule_id"": ""5c1764be-2f23-43db-857b-29ac1f62d66e"", ""protocol"": null, ""assigned_instances"": 103, ""region"": ""LA-Buenos Aires1"", ""risk"": ""Exposición completa del recurso""}",2025-07-05T02:00:55.093976
NET-006,HIGH,network,Regla permite TODO el tráfico desde Internet en CN-Hong Kong - SG «Sys-FullAccess» (0 instancias),"{""security_group"": ""Sys-FullAccess"", ""rule_id"": ""420dead5-c671-456e-8d06-29910a138891"", ""protocol"": null, ""assigned_instances"": 0, ""region"": ""CN-Hong Kong"", ""risk"": ""Exposición completa del recurso""}",2025-07-05T02:01:03.626345
NET-006,HIGH,network,Regla permite TODO el tráfico desde Internet en CN-Hong Kong - SG «Sys-WebServer» (0 instancias),"{""security_group"": ""Sys-WebServer"", ""rule_id"": ""c97a886e-c6c3-48c6-b575-5c5fc6427674"", ""protocol"": ""icmp"", ""assigned_instances"": 0, ""region"": ""CN-Hong Kong"", ""risk"": ""Exposición completa del recurso""}",2025-07-05T02:01:05.009281
NET-REGIONAL-001,HIGH,network,Alta concentración de recursos en una región: 85.6% en Buenos Aires,"{""buenos_aires"": 369, ""total"": 431, ""risk"": ""Single point of failure regional"", ""recommendation"": ""Implementar arquitectura multi-región para alta disponibilidad""}",2025-07-05T02:01:06.373458
IAM-005,MEDIUM,iam,Política de contraseñas débil: longitud mínima 6,"{""current_length"": 6, ""required_length"": 12}",2025-07-05T02:00:47.398283
NET-INV-AP-,MEDIUM,network,No se pudo analizar 4 recursos en AP-Bangkok,"{""region"": ""AP-Bangkok"", ""total_resources"": 4, ""breakdown"": {""function_graph"": 3}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-05T02:01:06.373076
NET-INV-AP-,MEDIUM,network,No se pudo analizar 2 recursos en AP-Singapore,"{""region"": ""AP-Singapore"", ""total_resources"": 2, ""breakdown"": {""function_graph"": 1}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-05T02:01:06.373272
NET-CONSOLIDATION-001,MEDIUM,network,Arquitectura multi-VPC compleja: 19 VPCs en 5 regiones,"{""vpcs_by_region"": {""LA-Santiago"": 9, ""LA-Buenos Aires1"": 9, ""CN-Hong Kong"": 1}, ""recommendation"": ""Evaluar consolidación de VPCs y uso de VPC Peering""}",2025-07-05T02:01:06.373395
COMP-003,MEDIUM,compliance,CIS 1.4 - Política de contraseñas débil,"{""issues"": [""Longitud mínima insuficiente"", ""No requiere mayúsculas"", ""No requiere números""]}",2025-07-05T02:01:27.764167
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.77.23,"{""eip_id"": ""0554fe6c-65d5-4143-a879-788cc031b3db"", ""ip"": ""119.8.77.23"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-05T02:00:58.049961
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.73.37,"{""eip_id"": ""2213dd57-4bcf-44d3-a346-bb357f8864e2"", ""ip"": ""119.8.73.37"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-05T02:00:58.050240
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.73.10,"{""eip_id"": ""52233f94-7031-4f79-a65f-96cc3372c949"", ""ip"": ""119.8.73.10"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-05T02:00:58.050317
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.76.197,"{""eip_id"": ""58fc35b0-f48d-459c-a512-b014ae896267"", ""ip"": ""119.8.76.197"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-05T02:00:58.050398
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.78.94,"{""eip_id"": ""672b8770-446d-4546-9177-ae9ece465ce9"", ""ip"": ""119.8.78.94"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-05T02:00:58.050488
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.78.160,"{""eip_id"": ""6e8535c7-e448-4bd3-9235-a3a7b5ac5165"", ""ip"": ""119.8.78.160"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-05T02:00:58.050593
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.72.196,"{""eip_id"": ""b5c25b7f-5b43-46c0-8c7c-a3350dcd99bb"", ""ip"": ""119.8.72.196"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-05T02:00:58.050679
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.77.68,"{""eip_id"": ""dd8f6448-a289-4055-a1c5-3ed711afedd3"", ""ip"": ""119.8.77.68"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-05T02:00:58.050763
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.77.27,"{""eip_id"": ""f0658118-fcd9-4280-a06a-ef00cc344d8d"", ""ip"": ""119.8.77.27"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-05T02:00:58.050863
NET-SPRAWL-001,LOW,network,Recursos dispersos en regiones con pocos servicios,"{""regions"": {""CN-Hong Kong"": 6, ""AP-Bangkok"": 4, ""AP-Singapore"": 2}, ""total_resources"": 12, ""recommendation"": ""Considerar migración a regiones principales para reducir complejidad""}",2025-07-05T02:01:06.373525
