ID,Severidad,Módulo,Mensaje,Detalles,Timestamp
IAM-002,HIGH,iam,Usuario sin MFA habilitado: Ricardo Huberman,"{""user_id"": ""922791f34b45408cbea7f83c440a2293"", ""user_name"": ""Ricardo Huberman"", ""mfa_check_details"": {""enabled"": false, ""device_count"": 0, ""methods"": [], ""details"": {""virtual_mfa"": false, ""sms_mfa"": false, ""email_mfa"": false, ""hardware_token"": false}, ""raw_responses"": {}}}",2025-07-04T18:18:30.061987
IAM-002,HIGH,iam,Usuario sin MFA habilitado: rsuarez,"{""user_id"": ""4348314e44b4494ab54f1ce26e1731aa"", ""user_name"": ""rsuarez"", ""mfa_check_details"": {""enabled"": false, ""device_count"": 0, ""methods"": [], ""details"": {""virtual_mfa"": false, ""sms_mfa"": false, ""email_mfa"": false, ""hardware_token"": false}, ""raw_responses"": {}}}",2025-07-04T18:18:31.076128
IAM-002,HIGH,iam,Usuario sin MFA habilitado: SManoni,"{""user_id"": ""8cb2fc59f63a4af3ab47710e48b5b551"", ""user_name"": ""SManoni"", ""mfa_check_details"": {""enabled"": false, ""device_count"": 0, ""methods"": [], ""details"": {""virtual_mfa"": false, ""sms_mfa"": false, ""email_mfa"": false, ""hardware_token"": false}, ""raw_responses"": {}}}",2025-07-04T18:18:32.080491
IAM-002,HIGH,iam,Usuario sin MFA habilitado: VeeamBackup_Huawei,"{""user_id"": ""affb4d6b5a13438a869b0d5ab6df958d"", ""user_name"": ""VeeamBackup_Huawei"", ""mfa_check_details"": {""enabled"": false, ""device_count"": 0, ""methods"": [], ""details"": {""virtual_mfa"": false, ""sms_mfa"": false, ""email_mfa"": false, ""hardware_token"": false}, ""raw_responses"": {}}}",2025-07-04T18:18:34.081749
NET-REGIONAL-001,HIGH,network,Alta concentración de recursos en una región: 85.6% en Buenos Aires,"{""buenos_aires"": 369, ""total"": 431, ""risk"": ""Single point of failure regional"", ""recommendation"": ""Implementar arquitectura multi-región para alta disponibilidad""}",2025-07-04T18:18:37.531407
IAM-005,MEDIUM,iam,Política de contraseñas débil: longitud mínima 6,"{""current_length"": 6, ""required_length"": 12}",2025-07-04T18:18:35.189045
NET-INV-LA-,MEDIUM,network,No se pudo analizar 50 recursos en LA-Santiago,"{""region"": ""LA-Santiago"", ""total_resources"": 50, ""breakdown"": {""ecs"": 9, ""evs"": 21, ""vpcs"": 9, ""eips"": 1}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-04T18:18:35.520284
NET-INV-LA-,MEDIUM,network,No se pudo analizar 369 recursos en LA-Buenos Aires1,"{""region"": ""LA-Buenos Aires1"", ""total_resources"": 369, ""breakdown"": {""ecs"": 103, ""evs"": 230, ""vpcs"": 9, ""eips"": 9}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-04T18:18:37.530009
NET-INV-CN-,MEDIUM,network,No se pudo analizar 6 recursos en CN-Hong Kong,"{""region"": ""CN-Hong Kong"", ""total_resources"": 6, ""breakdown"": {""vpcs"": 1, ""function_graph"": 2}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-04T18:18:37.530750
NET-INV-AP-,MEDIUM,network,No se pudo analizar 4 recursos en AP-Bangkok,"{""region"": ""AP-Bangkok"", ""total_resources"": 4, ""breakdown"": {""function_graph"": 3}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-04T18:18:37.530967
NET-INV-AP-,MEDIUM,network,No se pudo analizar 2 recursos en AP-Singapore,"{""region"": ""AP-Singapore"", ""total_resources"": 2, ""breakdown"": {""function_graph"": 1}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-04T18:18:37.531149
NET-CONSOLIDATION-001,MEDIUM,network,Arquitectura multi-VPC compleja: 19 VPCs en 5 regiones,"{""vpcs_by_region"": {""LA-Santiago"": 9, ""LA-Buenos Aires1"": 9, ""CN-Hong Kong"": 1}, ""recommendation"": ""Evaluar consolidación de VPCs y uso de VPC Peering""}",2025-07-04T18:18:37.531290
COMP-003,MEDIUM,compliance,CIS 1.4 - Política de contraseñas débil,"{""issues"": [""Longitud mínima insuficiente"", ""No requiere mayúsculas"", ""No requiere números""]}",2025-07-04T18:18:56.521183
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.77.23,"{""eip_id"": ""0554fe6c-65d5-4143-a879-788cc031b3db"", ""ip"": ""119.8.77.23"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-04T18:18:35.900115
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.73.37,"{""eip_id"": ""2213dd57-4bcf-44d3-a346-bb357f8864e2"", ""ip"": ""119.8.73.37"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-04T18:18:35.900435
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.73.10,"{""eip_id"": ""52233f94-7031-4f79-a65f-96cc3372c949"", ""ip"": ""119.8.73.10"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-04T18:18:35.900568
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.76.197,"{""eip_id"": ""58fc35b0-f48d-459c-a512-b014ae896267"", ""ip"": ""119.8.76.197"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-04T18:18:35.900720
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.78.94,"{""eip_id"": ""672b8770-446d-4546-9177-ae9ece465ce9"", ""ip"": ""119.8.78.94"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-04T18:18:35.900876
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.78.160,"{""eip_id"": ""6e8535c7-e448-4bd3-9235-a3a7b5ac5165"", ""ip"": ""119.8.78.160"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-04T18:18:35.901007
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.72.196,"{""eip_id"": ""b5c25b7f-5b43-46c0-8c7c-a3350dcd99bb"", ""ip"": ""119.8.72.196"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-04T18:18:35.901146
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.77.68,"{""eip_id"": ""dd8f6448-a289-4055-a1c5-3ed711afedd3"", ""ip"": ""119.8.77.68"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-04T18:18:35.901273
NET-005,LOW,network,Elastic IP sin utilizar en LA-Buenos Aires1: 119.8.77.27,"{""eip_id"": ""f0658118-fcd9-4280-a06a-ef00cc344d8d"", ""ip"": ""119.8.77.27"", ""region"": ""LA-Buenos Aires1"", ""monthly_cost_estimate"": ""$5-10 USD""}",2025-07-04T18:18:35.901431
NET-SPRAWL-001,LOW,network,Recursos dispersos en regiones con pocos servicios,"{""regions"": {""CN-Hong Kong"": 6, ""AP-Bangkok"": 4, ""AP-Singapore"": 2}, ""total_resources"": 12, ""recommendation"": ""Considerar migración a regiones principales para reducir complejidad""}",2025-07-04T18:18:37.531490
