ID,Severidad,Módulo,Mensaje,Detalles,Timestamp
IAM-002,HIGH,iam,Usuario sin MFA habilitado: Ricardo Huberman,"{""user_id"": ""922791f34b45408cbea7f83c440a2293"", ""user_name"": ""Ricardo Huberman"", ""mfa_check_details"": {""enabled"": false, ""device_count"": 0, ""methods"": [], ""details"": {""virtual_mfa"": false, ""sms_mfa"": false, ""email_mfa"": false, ""hardware_token"": false}, ""raw_responses"": {}}}",2025-07-04T17:42:36.259000
IAM-002,HIGH,iam,Usuario sin MFA habilitado: rsuarez,"{""user_id"": ""4348314e44b4494ab54f1ce26e1731aa"", ""user_name"": ""rsuarez"", ""mfa_check_details"": {""enabled"": false, ""device_count"": 0, ""methods"": [], ""details"": {""virtual_mfa"": false, ""sms_mfa"": false, ""email_mfa"": false, ""hardware_token"": false}, ""raw_responses"": {}}}",2025-07-04T17:42:37.270619
IAM-002,HIGH,iam,Usuario sin MFA habilitado: SManoni,"{""user_id"": ""8cb2fc59f63a4af3ab47710e48b5b551"", ""user_name"": ""SManoni"", ""mfa_check_details"": {""enabled"": false, ""device_count"": 0, ""methods"": [], ""details"": {""virtual_mfa"": false, ""sms_mfa"": false, ""email_mfa"": false, ""hardware_token"": false}, ""raw_responses"": {}}}",2025-07-04T17:42:38.265692
IAM-002,HIGH,iam,Usuario sin MFA habilitado: VeeamBackup_Huawei,"{""user_id"": ""affb4d6b5a13438a869b0d5ab6df958d"", ""user_name"": ""VeeamBackup_Huawei"", ""mfa_check_details"": {""enabled"": false, ""device_count"": 0, ""methods"": [], ""details"": {""virtual_mfa"": false, ""sms_mfa"": false, ""email_mfa"": false, ""hardware_token"": false}, ""raw_responses"": {}}}",2025-07-04T17:42:40.268109
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_DESA,"{""subnet_id"": ""1f241abb-174e-400f-9f09-bef1a894fb5a"", ""cidr"": ""172.27.12.0/23"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.12.1""}",2025-07-04T17:42:47.037488
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_BACKUP,"{""subnet_id"": ""226a83c7-ce13-46cd-bdac-42614449169f"", ""cidr"": ""172.27.22.0/24"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.22.1""}",2025-07-04T17:42:47.037745
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_QA,"{""subnet_id"": ""38c247d1-bd5d-4235-a7f1-61f71e902d46"", ""cidr"": ""172.27.16.0/23"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.16.1""}",2025-07-04T17:42:47.037858
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_KUBERNETES,"{""subnet_id"": ""803a21f8-bb44-421b-8fa5-3e3934051fd5"", ""cidr"": ""172.27.28.0/28"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.28.1""}",2025-07-04T17:42:47.037942
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Direct_Connect,"{""subnet_id"": ""87f242b0-b1f1-448d-a3ff-af6ac504163a"", ""cidr"": ""172.27.0.16/28"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.0.17""}",2025-07-04T17:42:47.038051
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_MGMT,"{""subnet_id"": ""d08f1dec-c113-49e0-9b3e-007e835a7ea6"", ""cidr"": ""172.27.24.0/23"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.24.1""}",2025-07-04T17:42:47.038136
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_PROD,"{""subnet_id"": ""d527826d-05da-40ff-add0-66abaa49d1c7"", ""cidr"": ""172.27.8.0/23"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.8.1""}",2025-07-04T17:42:47.038216
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Internet,"{""subnet_id"": ""e9bb4d90-b73c-47fe-a2f9-aabe6f2209b0"", ""cidr"": ""172.27.0.0/28"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.0.1""}",2025-07-04T17:42:47.038299
NET-002,HIGH,network,Subnet pública sin justificación en LA-Buenos Aires1: Subnet_Transit_Redes_Internas,"{""subnet_id"": ""fb1d80e8-b1db-4bf7-a1ae-f30d5a6302cc"", ""cidr"": ""172.27.0.48/28"", ""region"": ""LA-Buenos Aires1"", ""gateway_ip"": ""172.27.0.49""}",2025-07-04T17:42:47.038383
NET-006,HIGH,network,Regla permite todo el tráfico desde Internet en LA-Buenos Aires1,"{""security_group"": ""sg-Permit-ALL"", ""rule_id"": ""5c1764be-2f23-43db-857b-29ac1f62d66e"", ""protocol"": null, ""region"": ""LA-Buenos Aires1"", ""risk"": ""Exposición completa del recurso""}",2025-07-04T17:42:47.823571
NET-REGIONAL-001,HIGH,network,Alta concentración de recursos en una región: 85.6% en Buenos Aires,"{""buenos_aires"": 369, ""total"": 431, ""risk"": ""Single point of failure regional"", ""recommendation"": ""Implementar arquitectura multi-región para alta disponibilidad""}",2025-07-04T17:42:52.997096
IAM-005,MEDIUM,iam,Política de contraseñas débil: longitud mínima 6,"{""current_length"": 6, ""required_length"": 12}",2025-07-04T17:42:41.358630
NET-INV-LA-,MEDIUM,network,No se pudo analizar 50 recursos en LA-Santiago,"{""region"": ""LA-Santiago"", ""total_resources"": 50, ""breakdown"": {""ecs"": 9, ""evs"": 21, ""vpcs"": 9, ""eips"": 1}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-04T17:42:45.376185
NET-INV-CN-,MEDIUM,network,No se pudo analizar 6 recursos en CN-Hong Kong,"{""region"": ""CN-Hong Kong"", ""total_resources"": 6, ""breakdown"": {""vpcs"": 1, ""function_graph"": 2}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-04T17:42:52.996328
NET-INV-AP-,MEDIUM,network,No se pudo analizar 4 recursos en AP-Bangkok,"{""region"": ""AP-Bangkok"", ""total_resources"": 4, ""breakdown"": {""function_graph"": 3}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-04T17:42:52.996704
NET-INV-AP-,MEDIUM,network,No se pudo analizar 2 recursos en AP-Singapore,"{""region"": ""AP-Singapore"", ""total_resources"": 2, ""breakdown"": {""function_graph"": 1}, ""reason"": ""Sin autorización o conectividad a la región"", ""recommendation"": ""Verificar manualmente la configuración de seguridad""}",2025-07-04T17:42:52.996878
NET-CONSOLIDATION-001,MEDIUM,network,Arquitectura multi-VPC compleja: 19 VPCs en 5 regiones,"{""vpcs_by_region"": {""LA-Santiago"": 9, ""LA-Buenos Aires1"": 9, ""CN-Hong Kong"": 1}, ""recommendation"": ""Evaluar consolidación de VPCs y uso de VPC Peering""}",2025-07-04T17:42:52.996998
COMP-003,MEDIUM,compliance,CIS 1.4 - Política de contraseñas débil,"{""issues"": [""Longitud mínima insuficiente"", ""No requiere mayúsculas"", ""No requiere números""]}",2025-07-04T17:43:08.187789
NET-SPRAWL-001,LOW,network,Recursos dispersos en regiones con pocos servicios,"{""regions"": {""CN-Hong Kong"": 6, ""AP-Bangkok"": 4, ""AP-Singapore"": 2}, ""total_resources"": 12, ""recommendation"": ""Considerar migración a regiones principales para reducir complejidad""}",2025-07-04T17:42:52.997232
