ID,Severidad,Mensaje,Detalles,Timestamp
IAM-001,CRITICAL,Usuario con privilegios de administrador: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud', 'permissions_source': 'group:admin'}",2025-08-18T01:54:54.530649
IAM-001,CRITICAL,Usuario con privilegios de administrador: diegogarone,"{'user_id': '08450e873d00f5051fefc01364c4b18b', 'user_name': 'diegogarone', 'permissions_source': 'group:admin'}",2025-08-18T01:54:54.530868
IAM-001,CRITICAL,Usuario con privilegios de administrador: emilianosilva,"{'user_id': 'ab66dc6fc98745bfa87f539d8e64aca2', 'user_name': 'emilianosilva', 'permissions_source': 'group:admin'}",2025-08-18T01:54:54.531014
IAM-001,CRITICAL,Usuario con privilegios de administrador: Florencia Pavon,"{'user_id': 'e84771c7285a47939e6895479962ddd0', 'user_name': 'Florencia Pavon', 'permissions_source': 'group:admin'}",2025-08-18T01:54:54.531193
IAM-001,CRITICAL,Usuario con privilegios de administrador: globo,"{'user_id': '5ade0315e9ba4045b063df938541c286', 'user_name': 'globo', 'permissions_source': 'group:admin'}",2025-08-18T01:54:54.531333
IAM-001,CRITICAL,Usuario con privilegios de administrador: Julian Vazzano,"{'user_id': '0563f1d7034343cfa595eeb58b633b99', 'user_name': 'Julian Vazzano', 'permissions_source': 'group:power_user'}",2025-08-18T01:54:54.531511
IAM-001,CRITICAL,Usuario con privilegios de administrador: Nicolas Alcorta,"{'user_id': '7b342f3b84144b048b37ade414729bf7', 'user_name': 'Nicolas Alcorta', 'permissions_source': 'group:admin'}",2025-08-18T01:54:54.531652
IAM-001,CRITICAL,Usuario con privilegios de administrador: Nicolas Villafane,"{'user_id': '0e3c90608486441a87cfd710156eab73', 'user_name': 'Nicolas Villafane', 'permissions_source': 'group:admin'}",2025-08-18T01:54:54.531827
IAM-001,CRITICAL,Usuario con privilegios de administrador: SManoni,"{'user_id': '8cb2fc59f63a4af3ab47710e48b5b551', 'user_name': 'SManoni', 'permissions_source': 'group:admin'}",2025-08-18T01:54:54.531973
IAM-001,CRITICAL,Usuario con privilegios de administrador: us_gustavo-dpetrasso-acamuzzigas-dcom-dar,"{'user_id': '6b31f9905d88499985c003f0db251a05', 'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'permissions_source': 'group:admin'}",2025-08-18T01:54:54.532147
IAM-001,CRITICAL,Usuario con privilegios de administrador: VeeamBackup_Huawei,"{'user_id': 'affb4d6b5a13438a869b0d5ab6df958d', 'user_name': 'VeeamBackup_Huawei', 'permissions_source': 'group:power_user'}",2025-08-18T01:54:54.532287
IAM-020,MEDIUM,11 usuarios administradores sin límites de permisos,"{'users': ['ConectorCloud', 'diegogarone', 'emilianosilva', 'Florencia Pavon', 'globo'], 'total': 11}",2025-08-18T01:55:00.498403
IAM-016,MEDIUM,Agency con acceso desde dominio externo: cbc_partneragent_hwc83871270,"{'agency_name': 'cbc_partneragent_hwc83871270', 'trust_domain': 'hwc83871270', 'description': None}",2025-08-18T01:55:00.922813
IAM-016,MEDIUM,Agency con acceso desde dominio externo: cce_admin_trust,"{'agency_name': 'cce_admin_trust', 'trust_domain': 'op_svc_cce', 'description': 'Create by CCE Team'}",2025-08-18T01:55:00.923108
IAM-016,MEDIUM,Agency con acceso desde dominio externo: CESAgentAutoConfigAgency,"{'agency_name': 'CESAgentAutoConfigAgency', 'trust_domain': 'op_svc_ecs', 'description': ''}",2025-08-18T01:55:00.923198
IAM-016,MEDIUM,Agency con acceso desde dominio externo: cts_admin_trust,"{'agency_name': 'cts_admin_trust', 'trust_domain': 'op_svc_CTS', 'description': 'Created by CTS. To ensure that services run properly, do not delete this agency.'}",2025-08-18T01:55:00.923274
IAM-016,MEDIUM,Agency con acceso desde dominio externo: PrendeApagaAgency,"{'agency_name': 'PrendeApagaAgency', 'trust_domain': 'op_svc_cff', 'description': 'Creada para apagado y encendido programado de ECS con function graph'}",2025-08-18T01:55:00.923346
IAM-016,MEDIUM,Agency con acceso desde dominio externo: prueba,"{'agency_name': 'prueba', 'trust_domain': 'op_svc_cff', 'description': ''}",2025-08-18T01:55:00.923460
IAM-016,MEDIUM,Agency con acceso desde dominio externo: ssa_admin_trust,"{'agency_name': 'ssa_admin_trust', 'trust_domain': 'op_svc_ssa', 'description': 'Created by SA Service.'}",2025-08-18T01:55:00.923532
IAM-011,HIGH,11 cuentas privilegiadas requieren verificación de logging detallado,"{'admin_users': ['ConectorCloud', 'diegogarone', 'emilianosilva', 'Florencia Pavon', 'globo', 'Julian Vazzano', 'Nicolas Alcorta', 'Nicolas Villafane', 'SManoni', 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'VeeamBackup_Huawei'], 'recommendation': 'Configurar CTS con retención extendida para accesos administrativos'}",2025-08-18T01:55:01.345895
IAM-015,LOW,20 recursos IAM sin seguir convención de nombres,"{'users_non_compliant': 15, 'groups_non_compliant': 5, 'sample_users': ['Christian Vazquez', 'ConectorCloud', 'dcabral', 'diegogarone', 'emilianosilva'], 'recommendation': 'Establecer y documentar convención de nombres estándar'}",2025-08-18T01:55:01.346282
IAM-024,HIGH,Verificación de auditoría de cambios IAM requerida,"{'critical_actions': ['iam:users:create', 'iam:users:delete', 'iam:policies:attach', 'iam:roles:create', 'iam:groups:addUser'], 'recommendation': 'Configurar alertas en CTS para todos los cambios IAM críticos'}",2025-08-18T01:55:01.346416
IAM-025,CRITICAL,1 cuentas genéricas o compartidas detectadas,"{'users': ['prueba.iis'], 'recommendation': 'Eliminar cuentas compartidas y crear usuarios nominales individuales'}",2025-08-18T01:55:01.346810
IAM-026,HIGH,11 cuentas privilegiadas sin gestión PIM/PAM,"{'users': ['ConectorCloud', 'diegogarone', 'emilianosilva', 'Florencia Pavon', 'globo', 'Julian Vazzano', 'Nicolas Alcorta', 'Nicolas Villafane', 'SManoni', 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar'], 'total': 11, 'recommendation': 'Implementar solución PIM para gestión de cuentas administrativas'}",2025-08-18T01:55:01.346927
IAM-028,HIGH,No se detectaron cuentas de emergencia (break-glass),{'recommendation': 'Crear procedimiento break-glass con cuenta de emergencia monitoreada'},2025-08-18T01:55:01.347045
IAM-029,MEDIUM,Gestión de certificados requiere verificación manual,"{'areas_to_check': ['SSL/TLS certificates', 'API certificates', 'Service certificates'], 'recommendation': 'Implementar gestión centralizada de certificados con rotación automática'}",2025-08-18T01:55:01.347149
IAM-030,LOW,"Métricas IAM básicas disponibles, se requiere dashboard de monitoreo","{'current_metrics': {'total_users': 16, 'mfa_enabled': 0, 'inactive_users': 0, 'privileged_accounts': 11, 'groups': 5, 'policies': 3}, 'recommendation': 'Implementar dashboard con KPIs de seguridad IAM y tendencias'}",2025-08-18T01:55:01.347276
