ID,Severidad,Mensaje,Detalles,Timestamp
IAM-025,HIGH,Usuario con permisos excesivos: Florencia Pavon,"{'user_id': 'e84771c7285a47939e6895479962ddd0', 'user_name': 'Florencia Pavon', 'excessive_actions': ['*:*:*', 'vpc:*', 'ecs:*', 'iam:*'], 'groups': ['admin']}",2025-08-10T20:50:17.817491
IAM-001,CRITICAL,Usuario con acceso administrador: globo,"{'user_id': '5ade0315e9ba4045b063df938541c286', 'user_name': 'globo', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-10T20:50:18.536623
IAM-028,HIGH,Usuario con acceso a múltiples servicios privilegiados: globo,"{'user_id': '5ade0315e9ba4045b063df938541c286', 'user_name': 'globo', 'privileged_services': ['iam', 'iam_admin', 'vpc', 'ecs'], 'count': 4, 'groups': ['admin']}",2025-08-10T20:50:18.536814
IAM-025,HIGH,Usuario con permisos excesivos: globo,"{'user_id': '5ade0315e9ba4045b063df938541c286', 'user_name': 'globo', 'excessive_actions': ['*:*:*', 'vpc:*', 'ecs:*', 'iam:*'], 'groups': ['admin']}",2025-08-10T20:50:18.536924
IAM-001,CRITICAL,Usuario con acceso administrador: Julian Vazzano,"{'user_id': '0563f1d7034343cfa595eeb58b633b99', 'user_name': 'Julian Vazzano', 'permission_sources': ['group:power_user'], 'groups': ['power_user']}",2025-08-10T20:50:19.261438
IAM-028,HIGH,Usuario con acceso a múltiples servicios privilegiados: Julian Vazzano,"{'user_id': '0563f1d7034343cfa595eeb58b633b99', 'user_name': 'Julian Vazzano', 'privileged_services': ['rds', 'vpc', 'ecs', 'obs', 'iam_admin'], 'count': 5, 'groups': ['power_user']}",2025-08-10T20:50:19.262707
IAM-001,CRITICAL,Usuario con acceso administrador: Nicolas Alcorta,"{'user_id': '7b342f3b84144b048b37ade414729bf7', 'user_name': 'Nicolas Alcorta', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-10T20:50:19.993984
IAM-028,HIGH,Usuario con acceso a múltiples servicios privilegiados: Nicolas Alcorta,"{'user_id': '7b342f3b84144b048b37ade414729bf7', 'user_name': 'Nicolas Alcorta', 'privileged_services': ['iam', 'iam_admin', 'vpc', 'ecs'], 'count': 4, 'groups': ['admin']}",2025-08-10T20:50:19.994509
IAM-025,HIGH,Usuario con permisos excesivos: Nicolas Alcorta,"{'user_id': '7b342f3b84144b048b37ade414729bf7', 'user_name': 'Nicolas Alcorta', 'excessive_actions': ['*:*:*', 'vpc:*', 'ecs:*', 'iam:*'], 'groups': ['admin']}",2025-08-10T20:50:19.994894
IAM-001,CRITICAL,Usuario con acceso administrador: Nicolas Villafane,"{'user_id': '0e3c90608486441a87cfd710156eab73', 'user_name': 'Nicolas Villafane', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-10T20:50:20.738819
IAM-028,HIGH,Usuario con acceso a múltiples servicios privilegiados: Nicolas Villafane,"{'user_id': '0e3c90608486441a87cfd710156eab73', 'user_name': 'Nicolas Villafane', 'privileged_services': ['iam', 'iam_admin', 'vpc', 'ecs'], 'count': 4, 'groups': ['admin']}",2025-08-10T20:50:20.739945
IAM-025,HIGH,Usuario con permisos excesivos: Nicolas Villafane,"{'user_id': '0e3c90608486441a87cfd710156eab73', 'user_name': 'Nicolas Villafane', 'excessive_actions': ['*:*:*', 'vpc:*', 'ecs:*', 'iam:*'], 'groups': ['admin']}",2025-08-10T20:50:20.740617
IAM-001,CRITICAL,Usuario con acceso administrador: SManoni,"{'user_id': '8cb2fc59f63a4af3ab47710e48b5b551', 'user_name': 'SManoni', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-10T20:50:24.192338
IAM-028,HIGH,Usuario con acceso a múltiples servicios privilegiados: SManoni,"{'user_id': '8cb2fc59f63a4af3ab47710e48b5b551', 'user_name': 'SManoni', 'privileged_services': ['iam', 'iam_admin', 'vpc', 'ecs'], 'count': 4, 'groups': ['admin']}",2025-08-10T20:50:24.192505
IAM-025,HIGH,Usuario con permisos excesivos: SManoni,"{'user_id': '8cb2fc59f63a4af3ab47710e48b5b551', 'user_name': 'SManoni', 'excessive_actions': ['*:*:*', 'vpc:*', 'ecs:*', 'iam:*'], 'groups': ['admin']}",2025-08-10T20:50:24.192607
IAM-001,CRITICAL,Usuario con acceso administrador: us_gustavo-dpetrasso-acamuzzigas-dcom-dar,"{'user_id': '6b31f9905d88499985c003f0db251a05', 'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'permission_sources': ['group:admin'], 'groups': ['admin']}",2025-08-10T20:50:24.916447
IAM-028,HIGH,Usuario con acceso a múltiples servicios privilegiados: us_gustavo-dpetrasso-acamuzzigas-dcom-dar,"{'user_id': '6b31f9905d88499985c003f0db251a05', 'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'privileged_services': ['iam', 'iam_admin', 'vpc', 'ecs'], 'count': 4, 'groups': ['admin']}",2025-08-10T20:50:24.916693
IAM-025,HIGH,Usuario con permisos excesivos: us_gustavo-dpetrasso-acamuzzigas-dcom-dar,"{'user_id': '6b31f9905d88499985c003f0db251a05', 'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'excessive_actions': ['*:*:*', 'vpc:*', 'ecs:*', 'iam:*'], 'groups': ['admin']}",2025-08-10T20:50:24.916826
IAM-001,CRITICAL,Usuario con acceso administrador: VeeamBackup_Huawei,"{'user_id': 'affb4d6b5a13438a869b0d5ab6df958d', 'user_name': 'VeeamBackup_Huawei', 'permission_sources': ['group:power_user'], 'groups': ['power_user']}",2025-08-10T20:50:25.641378
IAM-028,HIGH,Usuario con acceso a múltiples servicios privilegiados: VeeamBackup_Huawei,"{'user_id': 'affb4d6b5a13438a869b0d5ab6df958d', 'user_name': 'VeeamBackup_Huawei', 'privileged_services': ['rds', 'vpc', 'ecs', 'obs', 'iam_admin'], 'count': 5, 'groups': ['power_user']}",2025-08-10T20:50:25.641571
IAM-004,HIGH,Access Key sin rotación por 802 días,"{'user_name': 'diegogarone', 'access_key_id': 'DTTDJ53RF3****', 'age_days': 802}",2025-08-10T20:50:30.046759
IAM-004,HIGH,Access Key sin rotación por 1956 días,"{'user_name': 'diegogarone', 'access_key_id': '6OSBSOSYOO****', 'age_days': 1956}",2025-08-10T20:50:30.454721
IAM-004,HIGH,Access Key sin rotación por 2249 días,"{'user_name': 'emilianosilva', 'access_key_id': '9ZZKXLTWBO****', 'age_days': 2249}",2025-08-10T20:50:31.628775
IAM-004,HIGH,Access Key sin rotación por 1252 días,"{'user_name': 'Nicolas Villafane', 'access_key_id': 'Y5TODMRNO9****', 'age_days': 1252}",2025-08-10T20:50:35.905491
IAM-004,HIGH,Access Key sin rotación por 370 días,"{'user_name': 'prueba.iis', 'access_key_id': 'K5SVL53RUW****', 'age_days': 370}",2025-08-10T20:50:37.079259
IAM-004,HIGH,Access Key sin rotación por 2323 días,"{'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'access_key_id': '1UEKCRVMLT****', 'age_days': 2323}",2025-08-10T20:50:40.567853
IAM-004,HIGH,Access Key sin rotación por 2280 días,"{'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'access_key_id': 'F4QI79CBBN****', 'age_days': 2280}",2025-08-10T20:50:40.978023
IAM-004,HIGH,Access Key sin rotación por 716 días,"{'user_name': 'VeeamBackup_Huawei', 'access_key_id': 'PBQPK4AZ7C****', 'age_days': 716}",2025-08-10T20:50:42.154553
IAM-005,MEDIUM,Política de contraseñas débil: longitud mínima 6,"{'current_length': 6, 'required_length': 12}",2025-08-10T20:50:42.879039
IAM-008,MEDIUM,Política de contraseñas requiere solo 2 tipos de caracteres,"{'current_requirement': 2, 'recommended_requirement': 3, 'description': 'A password must contain at least two of the following: uppercase letters, lowercase letters, digits, and special characters.'}",2025-08-10T20:50:42.879282
IAM-013,HIGH,Contraseñas sin expiración configurada,{'current_setting': 'Las contraseñas nunca expiran'},2025-08-10T20:50:42.879386
IAM-015,LOW,Historial de contraseñas insuficiente: 1,"{'current_history': 1, 'recommended_history': 12}",2025-08-10T20:50:42.879505
IAM-016,LOW,Sin edad mínima de contraseña configurada,"{'current_setting': 0, 'recommended_setting': 1, 'impact': 'Permite cambios de contraseña inmediatos repetidos'}",2025-08-10T20:50:42.879597
IAM-017,LOW,Permite muchos caracteres idénticos consecutivos: 0,"{'current_setting': 0, 'recommended_setting': 3, 'risk': 'Facilita contraseñas débiles como ""aaaaaa""'}",2025-08-10T20:50:42.879725
IAM-001,CRITICAL,Usuario con privilegios de administrador: ConectorCloud,"{'user_id': '2d5502377631460c9601244670a8aa1c', 'user_name': 'ConectorCloud', 'permissions_source': 'group:admin'}",2025-08-10T20:50:49.443717
IAM-001,CRITICAL,Usuario con privilegios de administrador: diegogarone,"{'user_id': '08450e873d00f5051fefc01364c4b18b', 'user_name': 'diegogarone', 'permissions_source': 'group:admin'}",2025-08-10T20:50:49.443961
IAM-001,CRITICAL,Usuario con privilegios de administrador: emilianosilva,"{'user_id': 'ab66dc6fc98745bfa87f539d8e64aca2', 'user_name': 'emilianosilva', 'permissions_source': 'group:admin'}",2025-08-10T20:50:49.444152
IAM-001,CRITICAL,Usuario con privilegios de administrador: Florencia Pavon,"{'user_id': 'e84771c7285a47939e6895479962ddd0', 'user_name': 'Florencia Pavon', 'permissions_source': 'group:admin'}",2025-08-10T20:50:49.444266
IAM-001,CRITICAL,Usuario con privilegios de administrador: globo,"{'user_id': '5ade0315e9ba4045b063df938541c286', 'user_name': 'globo', 'permissions_source': 'group:admin'}",2025-08-10T20:50:49.444408
IAM-001,CRITICAL,Usuario con privilegios de administrador: Julian Vazzano,"{'user_id': '0563f1d7034343cfa595eeb58b633b99', 'user_name': 'Julian Vazzano', 'permissions_source': 'group:power_user'}",2025-08-10T20:50:49.444514
IAM-001,CRITICAL,Usuario con privilegios de administrador: Nicolas Alcorta,"{'user_id': '7b342f3b84144b048b37ade414729bf7', 'user_name': 'Nicolas Alcorta', 'permissions_source': 'group:admin'}",2025-08-10T20:50:49.444610
IAM-001,CRITICAL,Usuario con privilegios de administrador: Nicolas Villafane,"{'user_id': '0e3c90608486441a87cfd710156eab73', 'user_name': 'Nicolas Villafane', 'permissions_source': 'group:admin'}",2025-08-10T20:50:49.444702
IAM-001,CRITICAL,Usuario con privilegios de administrador: SManoni,"{'user_id': '8cb2fc59f63a4af3ab47710e48b5b551', 'user_name': 'SManoni', 'permissions_source': 'group:admin'}",2025-08-10T20:50:49.444800
IAM-001,CRITICAL,Usuario con privilegios de administrador: us_gustavo-dpetrasso-acamuzzigas-dcom-dar,"{'user_id': '6b31f9905d88499985c003f0db251a05', 'user_name': 'us_gustavo-dpetrasso-acamuzzigas-dcom-dar', 'permissions_source': 'group:admin'}",2025-08-10T20:50:49.444957
IAM-001,CRITICAL,Usuario con privilegios de administrador: VeeamBackup_Huawei,"{'user_id': 'affb4d6b5a13438a869b0d5ab6df958d', 'user_name': 'VeeamBackup_Huawei', 'permissions_source': 'group:power_user'}",2025-08-10T20:50:49.445051
IAM-022,MEDIUM,11 usuarios administradores sin límites de permisos,"{'users': ['ConectorCloud', 'diegogarone', 'emilianosilva', 'Florencia Pavon', 'globo'], 'total': 11}",2025-08-10T20:50:55.242431
IAM-023,MEDIUM,Agency con acceso desde dominio externo: cbc_partneragent_hwc83871270,"{'agency_name': 'cbc_partneragent_hwc83871270', 'trust_domain': 'hwc83871270', 'description': None}",2025-08-10T20:50:55.647124
IAM-023,MEDIUM,Agency con acceso desde dominio externo: cce_admin_trust,"{'agency_name': 'cce_admin_trust', 'trust_domain': 'op_svc_cce', 'description': 'Create by CCE Team'}",2025-08-10T20:50:55.647333
IAM-023,MEDIUM,Agency con acceso desde dominio externo: CESAgentAutoConfigAgency,"{'agency_name': 'CESAgentAutoConfigAgency', 'trust_domain': 'op_svc_ecs', 'description': ''}",2025-08-10T20:50:55.647417
IAM-023,MEDIUM,Agency con acceso desde dominio externo: cts_admin_trust,"{'agency_name': 'cts_admin_trust', 'trust_domain': 'op_svc_CTS', 'description': 'Created by CTS. To ensure that services run properly, do not delete this agency.'}",2025-08-10T20:50:55.647496
IAM-023,MEDIUM,Agency con acceso desde dominio externo: PrendeApagaAgency,"{'agency_name': 'PrendeApagaAgency', 'trust_domain': 'op_svc_cff', 'description': 'Creada para apagado y encendido programado de ECS con function graph'}",2025-08-10T20:50:55.647611
IAM-023,MEDIUM,Agency con acceso desde dominio externo: prueba,"{'agency_name': 'prueba', 'trust_domain': 'op_svc_cff', 'description': ''}",2025-08-10T20:50:55.647725
IAM-023,MEDIUM,Agency con acceso desde dominio externo: ssa_admin_trust,"{'agency_name': 'ssa_admin_trust', 'trust_domain': 'op_svc_ssa', 'description': 'Created by SA Service.'}",2025-08-10T20:50:55.647837
